PERMCO,GVKEY,companyid,score,preferred,duplicate
11900,026201,22930,5,1,0
11901,026061,32019,6,0,1
11901,036691,3230062,1,1,1
11903,026557,15938,1,1,0
11905,026900,6454,1,1,0
11913,027748,15205,5,1,0
11915,027747,6178,1,1,0
11922,027765,23424,1,1,0
11923,027199,32204,1,1,0
11929,027783,29048,1,1,0
11932,027771,16144,1,1,0
11934,027776,26481,1,1,0
11936,027784,14627,5,1,0
11937,027786,6608,3,0,1
11937,027786,3396703,1,1,1
11941,018152,6945,9,1,0
11946,027794,8220,1,1,0
11948,027816,13388,1,1,0
11950,017106,636373,1,1,0
11952,027810,8505,3,1,0
11958,027823,8338,1,1,0
11959,027825,2895,3,1,0
11960,027828,31860,1,1,0
11963,005831,15505,2,1,0
11964,028206,25741,1,1,0
11967,027842,2546,1,1,0
11969,027856,831327,6,1,0
11977,027873,796917,3,1,0
11980,007696,21526,1,1,0
11981,027886,32077,1,1,0
11985,025546,1200210,10,1,0
11989,027896,26906,6,1,0
12000,027913,29600,3,1,0
12005,035632,32614,1,1,0
12009,027925,3230,1,1,0
12011,027928,16626,1,1,0
12013,027937,23560,3,1,0
12014,027936,21162,3,1,1
12014,027936,3101139,6,0,1
12015,027938,27823,1,1,0
12023,027961,68589,6,1,0
12025,027960,1259,1,1,0
12027,027965,20566,1,1,0
12036,027981,6637,1,1,0
12037,027980,1539,1,1,0
12038,022717,29752,1,1,0
12040,027988,34156,1,1,0
12042,027991,5195,6,1,0
12045,027997,2392,1,1,0
12053,028018,14142,1,1,0
12054,170312,1747584,3,1,0
12055,028016,11980,3,1,0
12058,028022,3466,1,1,0
12067,028052,1895653,9,1,0
12071,024717,9842,5,1,0
12074,028118,12370,1,1,0
12079,028135,647718,1,1,0
12083,028139,27025,1,1,0
12084,028145,33550,1,1,0
12086,028155,31297,1,1,0
12088,028156,16228,8,1,0
12094,028174,33302,10,1,0
12097,028180,23350,2,1,0
12101,028184,26845,6,1,0
12104,028182,705,2,1,0
12108,028195,17238,1,1,0
12112,028200,136357,6,1,0
12116,019415,29488,6,1,0
12119,028209,2234,1,1,0
12123,028248,481322,3,1,0
12124,028249,6040,1,1,0
12133,028266,23258,6,1,0
12139,028278,13163,1,1,0
12140,021144,2377,1,1,0
12142,028285,19584,6,1,1
12142,028285,1381272,6,1,1
12146,028296,7041,1,1,0
12147,028295,30780,1,1,0
12154,028303,10435,2,1,0
12156,028316,12185,3,1,0
12158,028317,29136,1,1,0
12165,028320,6136,3,1,1
12165,028320,1004368,6,0,1
12165,028320,1961452,6,0,1
12170,028342,28206,1,1,0
12178,028374,16365,3,0,1
12178,028374,3373208,1,1,1
12181,028388,1335,1,1,0
12183,025745,1650445,1,1,0
12185,028397,23746,2,1,0
12191,028403,21001,1,1,0
12194,028408,2029,1,1,0
12195,022447,8974,1,1,0
12197,028410,3615,1,1,0
12202,028435,3969,1,1,0
12204,028806,16285,1,1,0
12214,028477,12112,1,1,0
12221,028490,33163,1,1,0
12234,028502,10359,3,1,0
12235,028504,13365,1,1,0
12236,028501,3383,2,1,0
12240,028518,27794,3,1,0
12247,028524,8945,1,1,0
12249,026523,22826,1,1,0
12260,022196,15055,9,1,0
12265,028563,109122,2,1,0
12270,025480,29788,1,1,0
12277,028600,14959,1,1,0
12280,028616,26712,1,1,0
12289,028620,84,1,1,0
12291,028622,2923,1,1,0
12297,028637,31831,6,1,0
12299,028636,420529,6,1,0
12304,028641,17857,1,1,0
12305,028648,24284,1,1,0
12310,029063,11273,6,1,0
12315,028668,8529,1,1,0
12317,011669,34034,2,1,0
12319,027971,18577,3,1,0
12321,028678,692,1,1,0
12332,028699,25326,3,1,0
12335,028691,1142800,6,1,0
12339,028704,20989,1,1,0
12345,028712,990,2,1,0
12346,028749,12635,1,1,0
12347,028717,16090,1,1,0
12356,028737,26074,1,1,0
12359,028744,19599,1,1,0
12361,024432,29806,1,1,0
12366,028758,28935,1,1,0
12367,028770,30652,3,1,0
12369,028765,18429,1,1,0
12375,028787,24174,3,1,1
12375,028787,2347403,3,1,1
12378,028785,13976,1,1,0
12379,028795,23528,3,1,0
12384,003369,24551,1,1,0
12390,028819,12602,1,1,0
12391,028817,834565,10,1,0
12395,028822,708,1,1,0
12397,021595,734593,2,1,0
12400,025312,748439,1,1,0
12407,028853,2616,3,1,0
12408,028858,24339,2,1,0
12412,028866,152,1,1,0
12413,028881,21855,1,1,0
12415,028877,731228,3,1,1
12415,028877,1057037,6,0,1
12417,028884,2875,3,1,0
12429,028917,20986,3,1,0
12434,028916,15912,6,1,0
12440,028938,31665,1,1,0
12452,028947,21557,3,1,0
12455,028959,112,10,1,0
12457,012441,12862,1,1,0
12461,019713,31761,1,1,0
12462,028967,25479,2,1,0
12464,028970,7438,1,1,0
12467,028983,782526,6,1,0
12470,028989,22808,5,1,0
12473,029001,23086,2,1,0
12478,028998,19052,3,1,0
12483,029014,6520,10,1,0
12484,029015,8867,1,1,0
12489,029032,16154,1,1,0
12495,029040,29353,1,1,0
12499,180405,725,1,1,0
12500,029055,31279,1,1,0
12503,029061,26334,1,1,0
12507,029066,17036,3,1,0
12508,029074,20598,2,1,0
12511,029075,23242,1,1,0
12515,029085,8179,1,1,0
12516,029086,23670,1,1,0
12517,002521,26155,1,1,0
12522,029095,20294,1,1,0
12523,028836,27037,6,1,0
12525,029101,113,1,1,0
12527,029105,17220,1,1,0
12528,029107,19252,1,1,0
12530,029108,23927,1,1,0
12531,029112,229,3,1,0
12539,029133,17144,1,1,0
12541,029131,13254,1,1,0
12542,021163,31888,6,1,0
12543,029129,1572,1,1,0
12546,029150,31921,1,1,0
12549,029143,2044,1,1,0
12553,029156,31863,2,1,0
12557,029151,606530,1,1,0
12561,019150,23053,1,1,0
12564,029170,19366,2,1,0
12567,029165,14960,1,1,0
12569,029609,14195,1,1,0
12574,029217,27251,1,1,0
12576,011147,25525,3,1,0
12577,029206,12366,1,1,0
12583,029241,17374,1,1,0
12586,116004,1498,1,1,0
12589,029250,20679,3,1,0
12591,029246,2849,1,1,0
12599,029268,33311,1,1,0
12603,006930,22651,3,1,0
12604,029278,19719,1,1,0
12606,029274,2962,1,1,0
12607,029281,24400,5,1,0
12608,029282,22029,1,1,0
12618,029300,33798,1,1,0
12620,029304,10330,1,1,0
12624,029332,23835,1,1,0
12627,029323,1469,1,1,0
12630,029312,15203,1,1,0
12633,029319,24805,6,1,0
12635,029339,2963372,10,1,0
12636,025089,17023,6,1,0
12637,020259,6551,4,1,0
12639,029341,12175,1,1,0
12640,029338,6198,5,1,0
12643,029344,1223960,5,1,0
12645,029342,21054,1,1,0
12646,029345,12881,1,1,0
12647,029346,13916,3,1,0
12651,029353,27755,1,1,0
12654,026305,29771,1,1,1
12654,026305,2607689,1,1,1
12656,029356,32504,1,1,0
12667,029381,19395,1,1,0
12669,029382,19404,2,1,0
12675,029386,31363,1,1,0
12676,029397,21163,3,1,0
12682,029423,11740,10,1,0
12685,029412,26664,1,1,0
12693,029435,24569,1,1,0
12694,029433,21669,1,1,0
12702,019966,735451,2,1,0
12704,029446,28697,1,1,0
12705,025093,3003843,10,1,0
12706,029449,31618,2,1,0
12708,029461,21539,1,1,0
12721,029466,31,9,1,0
12733,029492,7434,1,1,0
12739,029513,17624,6,1,0
12740,029517,20133,1,1,0
12757,009607,26862,5,1,0
12759,029550,14315,1,1,0
12763,029553,11741,1,1,0
12780,029608,13812,5,1,0
12783,029612,6163,3,1,0
12784,029613,5962,1,1,0
12788,029616,31475,1,1,0
12793,029621,7130,1,1,0
12802,029634,30371,1,1,0
12804,029650,1640534,10,1,0
12806,029647,28833,2,1,0
12807,029645,13876,1,1,0
12812,029661,19608,1,1,0
12816,029668,665239,3,1,0
12817,029669,7950,1,1,0
12824,028429,14293,6,1,0
12828,029692,33201,6,1,0
12835,029698,27945,1,1,0
12841,029709,28575,1,1,0
12842,029706,20942,5,1,0
12843,029705,8634,1,1,0
12845,030185,5780,2,1,0
12846,029722,9672,2,1,0
12848,029211,4862,1,1,0
12854,029729,21927,1,1,0
12858,029730,126377,6,1,0
12859,029734,20917,1,1,0
12863,029736,31088,1,1,0
12866,029741,14836,1,1,0
12867,029746,22298,1,1,0
12872,029756,10920,1,1,0
12874,029762,10322,1,1,0
12884,029791,25490,1,1,0
12894,029816,1010965,6,1,0
12895,029830,26466,3,1,0
12897,029829,24334,2,1,0
12898,029823,566652,1,1,0
12901,030029,22703,1,1,0
12902,029837,4327,1,1,0
12906,029852,373887,2,1,0
12908,029870,23082,1,1,0
12910,029864,9485,1,1,0
12917,029894,22302,2,1,0
12923,029899,30512,1,1,0
12924,029900,6799,3,1,0
12926,029901,7852,1,1,0
12929,029909,77826,1,1,0
12930,030170,12102,3,1,0
12933,029910,27191,1,1,0
12934,007672,22530,1,1,0
12935,029921,29594,2,1,0
12938,029930,736829,1,1,0
12947,029939,4404,2,1,0
12948,029940,20492,2,1,0
12949,031521,732161,1,1,0
12950,029948,27865,1,1,0
12951,029946,18424,1,1,0
12952,029955,4427,1,1,0
12954,029964,23934,2,1,0
12956,029957,6460,8,1,0
12961,029968,1216,2,1,0
12972,029997,28886,3,1,0
12978,030006,5094,1,1,0
12980,179428,421686,2,1,0
12981,030007,32852,3,1,0
12982,030009,21265,3,1,0
12983,030008,31499,1,1,0
12986,030016,18346,1,1,0
12994,030055,28673,1,1,0
13001,030059,1802,1,1,0
13008,030098,12839,3,1,0
13009,025540,17128,5,1,0
13012,030095,25615,6,1,0
13013,030094,21224,2,1,0
13021,028711,15211,3,1,0
13025,030108,15212,8,1,0
13030,030116,5191,10,1,0
13031,030121,20876,1,1,0
13036,030137,16049,1,1,0
13037,030138,17508,1,1,0
13039,030134,229,10,1,0
13043,006242,28328,4,1,0
13045,030146,16885,6,1,0
13046,030152,14953,3,1,0
13049,030161,25362,1,1,0
13050,030169,804089,6,1,0
13059,030187,1872785,10,1,0
13061,030188,25395,1,1,0
13073,030205,9038,1,1,0
13076,030198,1333301,1,1,0
13082,030215,17246,9,1,0
13085,017815,5900,1,1,0
13087,030220,29831,1,1,0
13092,030222,430,1,1,0
13093,030232,14716,1,1,0
13094,030233,15395,1,1,0
13095,030231,12562,3,1,0
13097,030234,19977,1,1,0
13098,030674,2553,1,1,0
13099,030236,29981,3,0,1
13099,332115,2344861,1,1,1
13106,030247,20334,1,1,0
13110,030257,22512,3,1,0
13113,030255,22623,2,1,0
13114,030260,28053,1,1,0
13115,030259,24071,1,1,0
13116,030261,33579,1,1,0
13120,030265,31362,1,1,0
13125,030281,18308,1,1,1
13125,030281,2039703,1,1,1
13126,030283,24024,1,1,0
13135,030310,7710,1,1,0
13136,030312,15632,1,1,0
13137,028185,24125,1,1,0
13139,030328,12169,1,1,0
13140,030327,5431,10,1,0
13149,026264,34144,10,1,0
13159,023561,15918,3,1,0
13161,030368,2775212,10,1,0
13173,030396,2664294,10,1,0
13180,030398,11530,1,1,1
13180,030398,2706028,6,0,1
13181,030399,1202,1,1,0
13187,030416,14891,2,1,0
13189,019885,33303,7,1,0
13193,030424,27838,10,1,0
13199,030445,7351,2,1,0
13204,030461,30532,2,1,0
13208,030467,24084,1,1,0
13210,030477,19823,1,1,0
13211,030476,1628131,10,1,0
13213,025691,17880,3,1,0
13218,030495,11676,1,1,0
13225,030536,33006,1,1,0
13229,030540,26183,2,1,0
13236,031689,21501,1,1,0
13239,030559,21199,3,1,0
13240,030558,20719,1,1,0
13252,030576,829,1,1,0
13253,030594,31082,1,1,0
13255,030584,2873,2,1,0
13257,030598,31026,3,1,0
13268,030608,20951,2,1,0
13269,030612,1742,1,1,0
13272,030618,32032,2,1,0
13273,031099,5678,1,1,0
13276,030614,11733,1,1,1
13276,030614,2132753,1,1,1
13291,030640,24096,1,1,0
13294,030647,23921,1,1,0
13295,030646,22467,1,1,0
13296,030649,33151,3,1,0
13300,030651,8699,1,1,0
13302,030666,33499,1,1,0
13304,030662,28130,1,1,0
13311,015060,5561,1,1,0
13318,030685,19463,1,1,0
13323,030692,16086,2,1,0
13327,030701,956228,1,1,0
13331,030697,1001,1,1,0
13334,030700,2528730,9,1,0
13336,030709,11640,1,1,0
13337,030710,19826,1,1,0
13338,030714,30470,2,1,0
13339,030718,20455,1,1,0
13340,030720,25286,1,1,0
13346,033598,32009,3,0,1
13346,033598,2826828,2,1,1
13353,030760,8495,1,1,0
13360,019891,33332,1,1,0
13370,030797,31115,6,1,0
13371,030789,20553,1,1,0
13384,030847,29346,3,1,0
13389,030843,624201,1,1,0
13392,030863,33292,3,1,0
13394,030861,18025,4,0,1
13394,030861,1677470,3,1,1
13396,030857,5954,1,1,0
13397,031106,4851,9,1,0
13398,030870,1649258,3,1,0
13401,004090,9714,3,1,0
13402,030877,244282,1,1,0
13403,030888,532290,1,1,0
13407,030899,15184,1,1,0
13410,030925,31182,2,1,0
13412,030945,23941,3,1,0
13413,030932,22531,1,1,0
13414,028791,26658,3,1,0
13415,030939,9263,3,1,0
13416,030950,33999,4,1,0
13417,030946,24492,1,1,0
13422,030964,28086,4,0,1
13422,030964,3534439,1,1,1
13425,030971,14490,1,1,0
13438,021879,18264,3,1,0
13443,031062,1246,1,1,0
13447,011124,32422,1,1,0
13449,031095,15212,1,1,0
13451,031093,7265,1,1,0
13457,031122,2337,1,1,0
13460,031143,5775,1,1,0
13462,031147,20545,1,1,0
13463,031144,2397,1,1,0
13465,031159,13277,6,1,0
13466,031170,31880,2,1,0
13467,031168,26673,2,1,0
13479,031172,18999,5,1,0
13480,031203,29267,1,1,0
13487,031214,20838,1,1,0
13489,031223,23422,3,1,0
13494,031234,30327,6,1,0
13495,031232,1394,6,1,0
13496,031276,5596,1,1,0
13504,031748,14416,1,1,0
13506,031300,9182,3,1,0
13509,031381,16390,2,1,0
13517,028485,11976,1,1,0
13521,031453,16141,1,1,0
13524,031460,26061,1,1,0
13527,031456,3072,1,1,0
13528,031462,36730,1,1,0
13536,026520,27246,1,1,0
13537,031474,31657,5,1,0
13539,031477,5192,1,1,0
13540,031483,27581,1,1,0
13543,031488,16237,1,1,0
13544,031489,19214,2,1,0
13551,031500,647138,1,1,1
13551,031500,1101075,6,0,1
13566,031518,1203992,6,1,0
13567,031517,25296,5,1,0
13582,031549,5831,1,1,0
13585,031567,29369,1,1,0
13587,031564,31129,2,1,0
13594,031574,19362,2,1,0
13595,028078,21773,1,1,0
13603,031587,9474,1,1,0
13605,031586,8560,10,1,0
13606,031590,26336,6,1,0
13617,031607,21606,1,1,0
13621,061214,2781,2,1,0
13648,031674,23964,2,1,0
13650,031673,2043,1,1,0
13652,031683,11896,3,1,0
13657,024466,15383,2,1,0
13660,031692,19904,2,1,0
13662,031703,14063,1,1,0
13663,031702,7482,1,1,0
13671,031727,21309,6,1,0
13680,031366,586472,1,1,0
13682,031738,29907,1,1,0
13683,031737,26687,2,1,0
13685,031744,1809521,1,1,0
13687,031743,2139,1,1,0
13691,024363,50196,1,1,0
13694,031751,23565,5,0,1
13694,031751,1652481,1,1,1
13695,031752,6339,1,1,0
13706,031763,11304,1,1,0
13708,018051,12171,2,1,0
13710,031775,15600,1,1,0
13712,031778,607813,3,1,0
13713,028169,1097,1,1,0
13718,028355,24563,3,1,0
13720,031789,2488518,6,1,0
13721,061061,7787,1,1,0
13735,014380,24501,1,1,0
13739,031843,14343,1,1,0
13743,018654,14325,1,1,0
13745,031854,11445,5,1,0
13747,022729,33570,3,1,0
13750,031881,11672,2,1,0
13753,031887,26113,1,1,0
13755,060796,20026,1,1,0
13757,060797,1984161,10,1,0
13758,060800,28065,1,1,0
13759,060801,28415,1,1,1
13759,060801,2477015,1,1,1
13763,060814,28148,1,1,0
13766,060823,33941,1,1,0
13770,026244,20807,6,1,0
13771,020670,23691,1,1,0
13772,060835,31988,2,1,0
13776,060846,31203,3,1,0
13777,060847,1190548,6,1,0
13780,060875,27654,1,1,0
13783,036003,1742856,1,1,0
13789,060897,9406,5,1,0
13790,060900,10024,1,1,0
13795,060899,535755,10,1,0
13796,060911,21654,1,1,0
13799,060916,646799,6,1,1
13799,060916,1105051,6,1,1
13801,060923,8775,3,1,0
13810,060938,3124244,6,1,0
13812,060944,1022303,10,1,0
13814,060945,17205,9,1,0
13819,060942,665663,1,1,0
13821,060950,9007,1,1,0
13822,060949,1988648,10,1,0
13827,060953,2215921,6,1,0
13828,060962,2743195,10,1,0
13833,060894,7835,1,1,0
13838,031403,838,6,1,0
13840,060984,6106,2,1,0
13843,060993,2163149,10,1,0
13845,060990,4700,2,1,0
13849,061019,14167,1,1,0
13852,061028,25191,1,1,0
13870,061060,29998,1,1,0
13874,061064,1890313,6,1,0
13876,061077,14024,2,1,0
13882,061069,2836,1,1,0
13889,061095,23677,3,1,0
13900,061112,643530,5,1,0
13902,061120,24120,10,1,0
13907,061121,1717,3,1,0
13912,061129,25921,1,1,0
13913,061122,1734,1,1,0
13915,061140,9353,3,0,1
13915,061140,2653850,6,0,1
13915,061140,3194858,1,1,1
13917,061147,33421,2,1,0
13921,061150,9241,6,1,0
13926,061163,574649,6,1,0
13927,061155,2949,1,1,0
13934,061166,6187,3,1,1
13934,182826,2025188,3,1,1
13935,061167,32719,1,1,0
13937,061171,8459,1,1,0
13938,061179,17879,1,1,0
13943,061181,16204,1,1,0
13945,061192,25908,1,1,0
13948,061212,19384,1,1,0
13950,037640,2730376,1,1,0
13959,061253,3308,3,1,1
13959,061253,870342,6,0,1
13960,020653,9002,1,1,0
13964,031193,2371,3,1,0
13966,061055,805135,2,1,0
13971,061302,2486,1,1,0
13977,061319,485259,10,1,0
13978,061321,28302,1,1,0
13979,061325,24025,1,1,0
13985,061335,29941,1,1,0
13987,061759,7887,1,1,0
13988,061356,14025,3,0,1
13988,061356,1687694,1,1,1
13989,061340,23711,3,1,0
13991,061338,19473,3,1,1
13991,061338,2776429,6,0,1
13994,061350,8119,1,1,0
13997,061361,1146327,6,1,0
13998,061355,6556,1,1,0
14013,061380,10960,1,1,0
14014,061381,13874,6,1,0
14019,061390,128,2,1,0
14024,027921,21749,6,1,0
14025,061400,15721,1,1,1
14025,061400,1103555,6,0,1
14026,061403,33689,1,1,0
14027,061401,32506,1,1,0
14028,061402,32879,1,1,0
14030,061398,18615,1,1,0
14031,061399,21434,1,1,0
14032,061396,11049,2,1,0
14037,015274,33052,3,1,0
14039,061407,2306,2,1,0
14041,062261,12961,2,1,0
14042,061688,22847,1,1,0
14043,032271,28592,1,1,0
14045,022136,1144764,6,0,1
14045,022136,2648322,1,1,1
14046,061420,27358,1,1,0
14049,061418,26253,1,1,0
14058,061425,20007,1,1,0
14062,061427,777,2,1,0
14066,187677,30194,3,1,0
14070,061439,25680,1,1,0
14073,061448,24321,1,1,0
14074,061444,17135,3,1,0
14076,061441,14534,6,1,0
14088,061482,486518,6,1,0
14091,061487,3541,1,1,0
14092,061490,11369,1,1,0
14093,062525,14632,1,1,0
14096,061608,11963,1,1,0
14097,061496,20693,1,1,0
14098,061494,14669,2,1,0
14099,061498,15316,1,1,0
14105,061513,26992,1,1,0
14109,061508,634393,10,1,0
14110,020847,381252,1,1,0
14111,028724,3441,1,1,0
14112,061518,16893,1,1,0
14114,061523,423185,2,1,0
14118,061527,20187,1,1,0
14124,061544,2834,1,1,0
14129,061557,923,1,1,0
14130,061560,24398,1,1,0
14137,061575,6415,2,1,0
14143,061562,864,1,1,0
14144,061572,1000086,3,1,0
14145,061566,15504,2,1,0
14149,061570,27457,1,1,0
14152,061591,21903,1,1,0
14156,061583,6117,2,1,0
14157,061585,12160,1,1,0
14160,061592,27979,1,1,0
14161,061587,16477,1,1,0
14163,061594,1976,10,1,0
14165,061600,23799,1,1,0
14170,061610,24579,1,1,0
14173,061627,24545,2,1,0
14175,061635,22535,1,1,0
14176,061640,10208,2,1,0
14178,061641,1683118,10,1,0
14179,061646,33342,1,1,0
14183,061296,24072,1,1,0
14188,061656,24320,1,1,1
14188,061656,564669,5,0,1
14191,061662,18599,1,1,0
14192,061664,31103,1,1,0
14199,061669,32587,10,1,0
14201,061676,6959,1,1,0
14205,061685,27190,1,1,0
14207,061689,2080,6,1,0
14208,061694,32670,2,1,0
14217,061703,17806,1,1,0
14218,061706,20968,3,1,0
14221,061709,3299766,1,1,0
14223,061721,13767,1,1,0
14224,061725,30868,1,1,0
14227,061718,15944,1,1,0
14228,019163,2009180,1,1,0
14229,061719,25458,1,1,0
14232,061711,481560,3,0,1
14232,061711,1955483,2,1,1
14235,061737,34167,1,1,0
14237,061735,29076,1,1,0
14238,061726,786,1,1,0
14243,061745,15696,6,0,1
14243,018888,1560214,1,1,1
14245,061746,22687,2,1,0
14247,061752,6007,2,1,0
14248,061758,10532,6,1,0
14249,061753,581536,6,1,0
14252,028775,33826,1,1,0
14258,061766,28723,1,1,0
14262,061763,12512,1,1,0
14266,282553,7043,1,1,0
14268,006223,10503,1,1,0
14278,061793,28901,2,1,0
14283,061815,5172,1,1,0
14288,061940,2307805,6,1,0
14291,061832,5717,3,1,0
14293,061836,30782,4,0,1
14293,061836,2349326,1,1,1
14294,062497,23417,6,1,0
14296,061859,12698,1,1,0
14302,061873,469146,9,1,0
14304,061871,24316,2,1,1
14304,036049,3158781,2,1,1
14305,061870,23228,1,1,0
14307,061900,18560,2,1,0
14308,061903,24176,1,1,0
14309,061901,21764,4,0,1
14309,179731,1949578,3,1,1
14310,061899,15273,3,1,0
14313,061877,13461,1,1,0
14318,030209,29285,3,1,0
14322,062070,801472,3,1,0
14326,062237,7677,1,1,0
14327,062236,7633,1,1,0
14328,062330,1023065,1,1,0
14330,062374,17012,1,1,0
14331,061960,6649,1,1,0
14332,061980,602654,5,1,0
14337,061996,2645,1,1,1
14337,061996,1650007,1,1,1
14339,062005,9457,6,1,0
14340,062016,9247,3,1,0
14343,062036,26047,1,1,0
14349,062064,26710,1,1,0
14352,062046,28821,1,1,0
14355,019137,22997,1,1,0
14359,062093,28642,3,1,1
14359,062093,484413,6,0,1
14374,062169,18421,1,1,0
14377,062168,17002,1,1,0
14381,062170,21769,1,1,0
14382,001659,2177,1,1,0
14385,062217,18876,1,1,0
14387,062221,7368,1,1,0
14393,062266,8366,2,1,0
14394,062263,1355,1,1,0
14396,062285,15867,6,1,0
14398,062302,28732,2,1,0
14408,062317,25369,1,1,0
14414,062336,8558,1,1,0
14421,062649,689,6,1,0
14427,062378,15171,1,1,0
14432,062382,29603,1,1,0
14433,062391,9906,1,1,0
14438,062399,17371,2,1,0
14442,062396,15501,2,1,0
14456,062819,32982,6,0,1
14456,062819,3539609,1,1,1
14470,062494,25183,2,1,1
14470,062494,3360815,6,0,1
14471,062491,23873,1,1,0
14476,062511,27513,1,1,0
14479,062516,6334,1,1,0
14480,062520,24295,2,1,0
14487,062527,1707,6,1,0
14494,062549,18260,2,1,0
14498,062553,23260,1,1,0
14499,062575,11711,2,1,0
14500,062582,2455626,6,1,0
14501,028432,13459,6,1,0
14503,062571,2254,1,1,0
14506,062602,27073,1,1,0
14510,062590,8017,2,1,0
14515,062613,33605,1,1,0
14516,062268,12039,1,1,0
14518,062626,917978,1,1,0
14521,062634,33915,1,1,0
14522,062632,26232,1,1,0
14525,025406,17426,2,1,0
14527,062655,29462,3,1,1
14527,062655,3108011,6,0,1
14531,062654,26999,1,1,0
14535,062666,18450,1,1,0
14548,062686,5790,3,1,0
14552,062694,27773,6,1,0
14557,062698,20484,1,1,0
14558,062700,421801,1,1,0
14559,062702,1008,6,1,0
14560,062709,28796,1,1,0
14562,062712,15354,1,1,0
14567,062730,24733,1,1,0
14568,062723,31471,1,1,0
14569,062731,641367,1,1,0
14572,062732,29766,1,1,0
14573,062733,33323,1,1,0
14579,026189,21188,1,1,0
14581,062742,1205951,5,1,0
14582,062745,17276,1,1,0
14587,062755,99,1,1,0
14592,062781,732184,10,1,0
14593,062804,34154,2,1,0
14594,062784,20712,1,1,0
14599,062811,10599,1,1,0
14602,062823,12593,2,1,0
14603,062826,23208,1,1,0
14604,062821,4796,6,1,0
14608,062829,1965,6,1,0
14613,105454,2935,6,1,0
14615,023553,23580,1,1,0
14616,062852,114,10,1,0
14620,062995,1207598,6,1,0
14627,062870,31298,3,1,0
14632,062874,1233,1,1,0
14633,062895,24960,1,1,0
14641,062107,21305,1,1,0
14644,062913,9211,1,1,0
14645,062911,3232,1,1,0
14648,062919,20035,1,1,0
14649,062923,22607,6,1,0
14653,121053,26775,2,1,0
14657,062929,33392,6,1,0
14659,062921,21929,1,1,0
14661,017341,2642,1,1,0
14670,022177,78731,3,1,0
14675,062954,31931,1,1,0
14676,062948,11341,1,1,0
14679,062967,29569,1,1,0
14680,062957,1190,1,1,0
14681,062965,1636378,3,1,0
14686,030132,2155567,9,1,0
14687,017795,7444,1,1,0
14691,062984,30785,1,1,0
14700,062990,1011,1,1,0
14702,028460,12696,1,1,0
14705,063000,26715,1,1,0
14710,063018,8760,3,1,1
14710,063018,1386789,6,0,1
14712,063026,32496,3,1,0
14721,063053,21864,6,1,0
14722,022207,18329,1,1,0
14724,063057,31730,1,1,0
14725,063052,9752,1,1,0
14726,063051,2191,2,1,0
14727,063054,15458,2,1,0
14729,061206,7415,1,1,0
14730,063077,31624,6,1,0
14731,063070,4858,1,1,0
14732,063066,5431,10,1,0
14737,063083,622730,3,1,1
14737,063083,3235547,6,0,1
14740,063081,2452,3,1,1
14740,063081,2075349,3,1,1
14742,063084,7300,1,1,0
14744,063080,2257,1,1,0
14745,063102,17868,2,1,0
14746,063100,10848,2,1,0
14750,063099,5171,3,1,0
14751,017724,6267,1,1,0
14754,063123,13057,1,1,0
14758,063122,10613,3,1,1
14758,063122,1563455,6,0,1
14759,063132,643110,9,1,0
14762,063135,5076,3,1,1
14762,063135,9295,4,0,1
14766,063157,28317,1,1,0
14768,063154,34157,1,1,0
14772,063162,2607,6,1,0
14773,063180,27909,1,1,0
14778,063178,25312,1,1,0
14781,025201,5998,1,1,0
14783,024475,7473,6,1,0
14784,063197,2220377,6,1,0
14785,063195,6474,1,1,0
14786,063194,54764,2,1,0
14790,063196,13211,5,1,1
14790,063196,1077608,6,0,1
14795,063232,22916,1,1,0
14798,063106,1027667,6,1,0
14801,061004,553,1,1,1
14801,151928,7383,3,0,1
14804,026019,14449,3,1,0
14810,063252,26028,1,1,0
14811,017208,475,2,1,0
14818,063268,5486,1,1,0
14822,063281,32523,1,1,0
14825,063291,28949,2,1,0
14828,063290,24040,1,1,0
14830,063297,23770,5,1,0
14834,063324,11376,10,1,0
14838,063338,29376,1,1,0
14845,063863,32027,1,1,0
14846,063384,21842,2,1,0
14849,063374,488612,5,1,0
14851,063385,32448,1,1,0
14858,063388,2131554,1,1,0
14859,063405,13173,1,1,0
14860,025656,12227,6,1,0
14863,063417,30323,2,1,0
14865,063415,12406,2,1,0
14867,026768,28009,2,1,0
14869,063418,5590,5,1,0
14873,063422,18385,1,1,0
14880,063446,3556292,1,1,0
14882,063448,804803,1,1,0
14885,063462,28952,2,1,0
14888,063456,5892,1,1,0
14889,063454,3264,1,1,0
14894,063467,23815,1,1,0
14895,024140,15541,10,1,0
14896,063468,9807,1,1,0
14898,063470,614,1,1,0
14899,063474,21878,1,1,0
14904,063493,29584,1,1,0
14905,035543,20738,1,1,0
14909,063481,1146439,10,1,0
14910,063483,9755,3,1,0
14914,063498,6105,2,1,0
14915,063501,11117,2,1,0
14920,061100,925875,3,1,0
14921,001627,68555,6,1,0
14923,063520,31128,1,1,0
14926,063525,20444,1,1,0
14927,063527,29200,1,1,0
14931,063531,20610,1,1,0
14932,061925,15879,1,1,0
14938,063538,29503,2,1,0
14940,063551,143,1,1,0
14945,063559,8428,6,1,0
14946,061679,13841,1,1,0
14951,021743,22802,6,1,0
14952,063572,9202,1,1,0
14955,063581,24137,9,1,0
14957,063593,921031,2,1,0
14958,063596,33519,1,1,0
