PERMCO,GVKEY,companyid,score,preferred,duplicate
57413,039703,3278312,1,1,0
57415,038717,3275875,1,1,0
57416,037284,3291017,1,1,0
57417,037309,3291073,1,1,0
57418,037292,3291371,1,1,0
57420,133364,1023652,1,1,0
57421,039054,3287690,1,1,0
57422,036965,3324826,9,1,0
57423,037084,3283545,1,1,0
57424,037054,3275917,1,1,0
57425,037019,3275365,1,1,0
57426,036985,3278922,1,1,0
57427,037134,3290395,1,1,0
57428,038082,3291655,3,1,0
57429,037243,3286810,2,1,0
57431,037081,3275879,1,1,0
57432,035154,3282369,3,1,0
57433,037332,3291745,2,1,0
57434,039273,3285620,1,1,0
57435,037191,3290812,3,1,0
57436,037080,3283934,3,1,0
57437,037154,3288113,2,1,0
57438,037135,3287839,1,1,0
57439,037206,3282431,2,1,0
57441,039538,3285686,1,1,0
57442,037240,3730108,10,1,0
57443,037056,3275336,2,1,0
57444,037035,3275872,1,1,0
57445,036632,3292925,1,1,0
57446,036465,3283883,1,1,0
57447,066871,3279795,1,1,0
57448,037133,3286240,3,1,0
57449,036260,3275700,1,1,0
57450,037291,3289669,3,1,0
57453,037086,3290115,1,1,0
57454,037146,3283312,1,1,0
57455,039472,3278230,1,1,0
57456,037083,3275876,1,1,0
57458,036848,3279902,1,1,0
57459,032846,3275907,1,1,0
57460,037187,3283580,1,1,0
57461,325942,2731723,6,1,1
57461,325942,3686459,6,1,1
57462,037064,3275544,3,1,0
57463,037105,3279484,1,1,0
57464,037252,3286248,1,1,0
57465,037110,3279550,1,1,0
57466,037082,3283738,1,1,0
57467,037071,3286986,3,1,0
57468,037130,3277056,1,1,0
57469,037232,3283578,3,1,0
57470,034505,3283368,9,1,0
57471,180146,3275790,1,1,0
57473,037066,3286824,1,1,0
57529,007637,3299324,1,1,0
57530,037412,3297407,1,1,0
57531,037354,3301059,1,1,0
57532,037338,3301282,1,1,0
57533,037445,3305772,2,1,0
57534,037382,3305711,1,1,0
57536,030369,1321845,4,1,0
57537,037170,3301107,1,1,0
57538,039800,3298486,1,1,0
57540,039112,3303041,1,1,1
57540,037434,3362644,10,0,1
57541,037363,3300880,3,1,0
57542,038937,3297616,1,1,0
57543,037307,3300866,1,1,0
57545,037057,3298894,1,1,0
57547,037433,3303019,3,1,1
57547,039195,3303019,3,1,1
57549,039417,3300529,1,1,0
57550,039578,3302631,1,1,0
57552,037416,3300198,2,1,0
57553,039380,3300419,1,1,0
57554,037428,3302396,1,1,0
57555,037473,2640453,1,1,0
57557,037163,3301032,1,1,0
57558,037288,3302561,2,1,0
57559,037161,3298423,3,1,0
57560,039448,3298464,1,1,0
57561,037153,3295584,1,1,0
57563,037356,3298813,1,1,0
57564,037283,3298473,3,1,0
57565,036005,3302616,1,1,0
57566,064717,922628,1,1,0
57567,180250,3298629,1,1,0
57568,037339,3300628,1,1,0
57569,178291,3303085,1,1,0
57570,037406,3302147,3,1,1
57570,039850,3302147,3,1,1
57572,037308,3297609,3,1,0
57573,036881,3299356,3,1,0
57575,037372,3299965,3,1,0
57576,319917,2298387,3,1,0
57577,017651,3296371,1,1,0
57578,039954,3305089,1,1,0
57579,037073,3302534,1,1,0
57580,002578,3300614,1,1,0
57581,037361,3297630,4,1,0
57583,036727,3302547,1,1,0
57584,037373,3298961,1,1,0
57585,037486,3306764,1,1,0
57586,037425,3307774,1,1,0
57587,037420,3310549,1,1,0
57588,037460,3311317,1,1,0
57589,037489,3321632,1,1,0
57590,037517,3310353,2,1,0
57591,345920,3311427,1,1,0
57592,037414,3312110,1,1,0
57593,037357,3314049,1,1,0
57594,037355,3311627,1,1,0
57595,039357,3306353,1,1,0
57596,037543,3314489,1,1,0
57597,037322,3309748,1,1,0
57598,037482,3312124,1,1,0
57599,037479,3315413,1,1,0
57600,039931,3307125,1,1,0
57602,178874,1670467,3,1,0
57603,037501,3311250,1,1,0
57604,037500,3317807,1,1,0
57605,037569,3313813,2,1,0
57606,037493,3306739,1,1,0
57607,037494,3306758,1,1,0
57608,039784,3306795,3,1,0
57609,037530,3312102,1,1,0
57610,037471,3305842,1,1,0
57611,037527,3312090,1,1,0
57613,037077,3310332,3,1,0
57614,037541,3314470,1,1,0
57615,185946,3313909,3,1,0
57616,037548,3318274,2,1,0
57617,037633,2894282,1,1,0
57618,037462,3315254,1,1,0
57619,037259,3311314,3,1,0
57620,025472,3311483,1,1,0
57621,106100,3311452,1,1,0
57622,035743,3091072,1,1,0
57624,037525,3315839,3,1,0
57626,035729,3312119,1,1,0
57628,037269,3307664,3,1,0
57629,035422,3317877,1,1,0
57630,039323,3311631,1,1,0
57632,037257,3317789,3,1,0
57633,037496,3310345,3,1,0
57634,037563,3315860,3,1,0
57635,036787,3317827,1,1,0
57636,030449,1192673,1,1,0
57637,037526,3313839,1,1,0
57638,037480,3315825,1,1,0
57639,024028,3315326,1,1,0
57640,037536,3313770,4,1,0
57642,037516,3315849,3,1,0
57643,037190,3309537,6,1,0
57645,037478,3310339,4,1,0
57647,033073,3308055,1,1,0
57649,037483,3307838,3,1,0
57650,037510,3310806,1,1,0
57651,039316,3309306,1,1,0
57653,039363,3311618,1,1,0
57654,039251,3306369,1,1,0
57655,037495,3307513,1,1,0
57657,035050,3314561,1,1,0
57658,037488,3307623,3,1,0
57659,037521,3312166,2,1,0
57660,037476,3315875,3,1,0
57661,037362,3312174,1,1,0
57662,037550,3317955,1,1,0
57663,036530,3314750,1,1,0
57664,037459,3318339,1,1,0
57665,037290,3312149,1,1,0
57666,345980,3314590,1,1,0
57669,037413,3328570,1,1,0
57670,037560,3328614,1,1,0
57671,037502,3328630,2,1,0
57672,037751,3328722,1,1,0
57673,037793,3332489,1,1,0
57674,034326,3337611,1,1,0
57676,037646,3335794,1,1,0
57677,037608,3327542,1,1,0
57678,037645,3328669,1,1,0
57679,037792,3335736,2,1,0
57680,037644,3322994,1,1,0
57681,037893,3335034,1,1,0
57682,037868,3337598,2,1,0
57683,037690,3325564,2,1,0
57684,037613,3323009,2,1,0
57687,037870,3337309,1,1,0
57688,037607,3328576,2,1,0
57689,037735,3335001,1,1,0
57692,039738,3328693,1,1,0
57693,039783,3323807,1,1,0
57694,037906,3336750,2,1,0
57695,010504,30511,1,1,0
57696,037561,3324826,1,1,0
57697,037902,3337344,3,1,0
57698,037795,3335719,3,1,0
57699,037611,3328567,2,1,0
57700,037651,3324776,2,1,0
57701,037286,2777172,7,1,0
57702,037741,3328603,1,1,0
57704,037658,3325560,1,1,0
57707,037680,3336647,3,1,0
57708,037730,3328672,3,1,0
57709,037743,3328665,3,1,0
57710,037896,3336617,1,1,0
57711,037642,3323751,3,1,0
57712,036869,3337363,4,1,0
57713,039951,3327591,1,1,0
57714,037337,3322848,2,1,0
57715,037657,3335007,1,1,0
57716,037659,3324650,3,1,0
57719,037794,3337411,6,1,0
57720,037675,3325442,1,1,0
57721,037818,3337418,1,1,0
57722,038077,3334949,1,1,0
57723,036357,3335845,1,1,0
57724,037782,3335860,1,1,0
57725,037609,3328565,3,1,0
57726,037734,3328674,1,1,0
57727,037610,3327525,1,1,0
57728,037744,3328611,1,1,0
57729,037643,3325481,3,1,0
57732,037739,3328597,3,1,0
57733,037805,3331180,3,1,0
57734,037347,3335847,3,1,0
57735,175121,3328715,1,1,0
57736,037908,3337585,3,1,1
57736,037908,3908710,6,0,1
57738,037810,3331254,1,1,0
57739,037753,3328718,3,1,0
57740,037660,3327606,1,1,0
57742,037641,3325568,3,1,0
57743,037799,3335831,1,1,0
57745,037700,3328681,2,1,0
57746,037661,3336378,3,1,0
57747,037558,3328586,3,1,0
57748,037784,3337600,1,1,0
57750,037928,3336602,3,1,0
57751,037691,3324765,3,1,0
57752,037785,3336740,1,1,0
57753,037025,3333449,9,1,0
57754,037656,3323622,3,1,0
57755,037551,3325504,3,1,0
57756,037048,3330834,9,1,0
57757,175505,1213596,1,1,0
57759,037417,3333289,3,1,0
57760,037783,3335015,1,1,0
57761,039510,3325516,3,1,0
57762,039994,3325600,1,1,0
57763,037672,2204457,1,1,0
57764,037606,3328627,3,1,0
57765,037674,3328593,1,1,0
57768,037755,3328685,3,1,0
57769,037771,3333459,3,1,0
57770,037701,3324794,2,1,0
57771,037649,3331239,3,1,0
57772,037650,3325437,3,1,0
57776,037695,3325462,3,1,0
57778,037679,3325550,3,1,0
57780,037772,3333463,3,1,0
57782,037881,3335012,3,1,0
57783,037583,3325556,3,1,0
57784,037759,3327568,3,1,0
57786,037137,3325582,3,1,0
57787,037723,3337583,1,1,0
57788,037738,3331433,3,1,0
57789,037707,3324744,1,1,0
57792,140172,956878,1,1,0
57793,037665,3324677,3,1,0
57794,037875,3337445,3,1,0
57795,037787,3340526,1,1,0
57796,037925,3341165,1,1,0
57797,037824,3345117,1,1,0
57798,037811,3346082,1,1,0
57799,037790,3346092,1,1,0
57851,037749,3343566,3,0,1
57851,037749,3659277,1,1,1
57852,037698,3344285,1,1,0
57854,037901,3347033,6,1,0
57858,037819,3341525,2,1,0
57859,037983,3351120,1,1,0
57860,038018,3355113,1,1,0
57861,037835,3356533,1,1,0
57865,026297,3346145,1,1,0
57866,037821,3339520,2,1,0
57867,037829,3340105,1,1,0
57868,037937,3340873,1,1,0
57872,037959,3351206,2,1,0
57875,037775,3340680,2,1,0
57878,038026,3355838,2,1,0
57879,038012,3356762,2,1,0
57881,014330,604818,1,1,0
57883,037982,3356093,3,1,0
57884,037817,3341781,3,1,0
57886,038013,3353805,2,1,0
57888,038057,3356365,1,1,0
57889,038058,3356811,1,1,0
57891,037815,3340612,2,1,0
57892,037854,3343852,1,1,0
57893,037780,3339374,1,1,0
57894,038059,3356450,1,1,0
57896,037837,3341856,1,1,0
57897,038045,3356780,1,1,0
57899,037841,3339668,3,1,0
57900,037856,3384599,1,1,0
57901,037960,3351165,3,1,0
57902,037962,3349751,2,1,0
57904,017396,3351543,1,1,0
57905,020307,3342245,1,1,0
57906,037826,3345343,1,1,0
57907,037647,3342317,4,1,0
57908,038056,3356108,2,1,0
57909,037993,3340853,3,1,0
57911,036089,3350170,1,1,0
57913,022358,1190274,3,1,0
57914,037786,3342213,1,1,0
57916,037779,3351268,3,1,0
57917,038952,3069418,3,1,0
57918,027644,3346148,1,1,0
57920,037953,3351433,1,1,0
57921,039102,3353782,1,1,0
57923,038017,3354676,3,1,0
57925,018885,3340708,3,1,0
57926,037863,3347021,1,1,0
57929,037843,3344333,3,1,0
57931,037830,3344340,1,1,0
57932,037797,3344391,1,1,0
57933,037907,3350099,1,1,0
57934,037976,3350652,1,1,0
57935,037831,3353812,3,1,0
57936,039505,3342326,1,1,0
57937,037212,3351960,1,1,0
57938,037849,3340215,3,1,0
57939,037966,3343565,1,1,0
57940,037919,3355750,3,1,0
57941,038016,3354901,1,1,0
57942,037842,3354956,3,1,0
57943,037999,3356556,3,1,0
57945,037860,3355787,2,1,0
57946,037804,3340865,3,1,0
57947,037806,3341863,3,1,0
57948,037911,3350234,1,1,0
57949,037910,3350237,3,1,0
57950,037816,3340121,3,1,0
57951,037924,3341230,3,1,0
57952,037979,3344376,3,1,0
57953,037807,3346366,1,1,0
57954,037840,3341801,3,1,0
57956,037949,3355953,1,1,0
57957,037936,3350132,3,1,0
57958,037808,3346694,3,1,0
57959,037869,3339341,3,1,0
57960,031370,3354001,3,1,0
57961,037968,3350189,3,1,0
57962,037923,3349927,3,1,0
57963,037912,3345175,3,1,0
57965,037857,3343588,3,1,0
57966,187650,1725684,1,1,0
57968,037859,3346166,3,1,0
57969,037921,3346318,3,0,1
57969,349337,3410171,1,1,1
57970,022318,3346129,1,1,0
57971,037697,3341873,3,1,0
57972,038029,3356700,6,1,0
57973,037918,3347039,3,1,0
57976,037832,3341881,3,1,0
57978,037943,3353673,3,1,0
57979,037825,3341443,1,1,0
57980,037970,3350205,3,1,0
57981,039680,3354426,1,1,0
57982,037823,3341886,2,1,0
57984,037848,3342274,1,1,0
57985,037827,3339539,3,1,0
57986,037872,3346973,3,1,0
57988,038177,3358312,3,1,0
57989,035541,3347026,1,1,0
57990,038011,3353826,3,1,0
57992,026832,3351572,3,1,0
57993,037938,3345079,1,1,0
57994,037844,3342336,1,1,0
57995,037549,3349871,1,1,0
57996,037871,3345013,3,0,1
57996,037871,3725635,1,1,1
57997,038019,3359070,1,1,0
57998,038174,3359948,1,1,0
57999,037453,3363221,1,1,0
58000,038125,3364475,1,1,0
58002,038038,3367506,1,1,0
58003,038285,3367399,1,1,0
58004,038160,3368784,1,1,0
58005,038386,3368800,1,1,0
58006,038188,3371813,1,1,0
58007,038374,3372427,2,1,0
58008,184470,3372471,1,1,0
58009,025529,3389105,1,1,0
58010,115960,3377920,1,1,0
58011,038238,3373178,1,1,0
58012,038441,3372585,1,1,0
58013,038418,3373199,1,1,0
58014,038211,3367716,1,1,0
58015,037963,3357915,1,1,0
58018,038015,3367194,2,1,0
58021,038361,3366745,1,1,0
58023,038265,3375847,1,1,0
58025,038135,3360512,2,1,0
58026,038370,3366592,6,1,0
58028,038140,3362644,1,1,0
58029,038281,3366522,2,1,0
58030,038096,3363888,3,1,0
58031,037778,3364159,1,1,0
58032,038126,3360843,1,1,0
58033,038127,3360856,2,1,0
58034,038000,3368512,3,1,0
58035,037920,3358608,2,1,0
58036,037957,3370249,1,1,0
58037,036917,3360586,1,1,0
58038,038046,3359190,1,1,0
58039,038143,3373021,2,1,0
58040,038002,3358410,3,1,0
58041,037994,3358358,3,1,0
58042,038129,3362621,1,1,0
58043,038403,3372234,1,1,0
58045,038024,3357820,2,1,0
58048,037961,3360099,1,1,0
58049,022367,3368569,1,1,0
58051,037952,3360010,1,1,0
58052,038090,3362618,1,1,0
58053,038299,3362633,2,1,0
58054,100644,33648,1,1,0
58055,038072,3359590,2,1,0
58056,037855,3359431,1,1,0
58059,037958,3362607,1,1,0
58061,037981,3364617,1,1,0
58062,038132,3360682,1,1,0
58063,038060,3357840,1,1,0
58064,038464,3370663,2,1,0
58065,037873,3361089,2,1,0
58066,038222,3375802,6,1,0
58067,038109,3370447,1,1,0
58068,038134,3360821,2,1,0
58069,038133,3360829,2,1,0
58070,038071,3359625,3,1,0
58072,038097,3362075,1,1,0
58073,037997,3370704,1,1,0
58074,038186,3369227,3,1,0
58075,038053,3369316,1,1,0
58076,037975,3363030,3,1,0
58077,038014,3368739,1,1,0
58078,038030,3357994,1,1,0
58079,038070,3359450,1,1,0
58080,038087,3365184,1,1,0
58082,038089,3359537,1,1,0
58083,038360,3368845,1,1,0
58084,038259,3364699,1,1,0
58086,038091,3371846,3,1,0
58087,038094,3371830,1,1,0
58088,038217,3370693,2,1,0
58089,038093,3358059,3,1,0
58090,038040,3359475,1,1,0
58091,038279,3371758,3,1,0
58092,038398,3372496,1,1,0
58093,038095,3363124,3,1,0
58095,038110,3374005,2,1,0
58096,038467,3373086,1,1,0
58097,038123,3368718,1,1,0
58098,038389,3368941,1,1,0
58099,038209,3360725,1,1,0
58100,038141,3363651,3,1,0
58101,037984,3360625,3,1,0
58102,038301,3363142,3,1,0
58103,038036,3364717,3,1,0
58104,038173,3368287,1,1,0
58105,038333,3368670,1,1,0
58106,034242,2923950,3,1,0
58108,038124,3368819,1,1,0
58110,038043,3370508,3,1,0
58111,037978,3363975,3,1,0
58112,037977,3363977,3,1,0
58113,038161,3368354,3,1,0
58114,037965,3359994,3,1,0
58115,038200,3359531,1,1,0
58118,038469,3372545,1,1,0
58120,038128,3360859,3,1,0
58121,038081,3364674,3,1,0
58123,038312,3367675,3,1,0
58124,038099,3360539,1,1,0
58125,038100,3372338,1,1,0
58126,038101,3372308,2,1,0
58127,038284,3364499,1,1,0
58130,038459,3372518,3,1,0
58131,037956,3368762,3,1,0
58132,038351,3370524,2,1,0
58133,038102,3360865,1,1,0
58136,038037,3376689,1,1,0
58138,037980,3371132,1,1,0
58139,038499,3373978,1,1,0
58140,037969,3370544,1,1,0
58141,038047,3358070,3,1,0
58142,038248,3370701,6,1,0
58143,038105,3358240,3,1,0
58145,038373,3366384,1,1,0
58146,038020,3360312,2,1,0
58147,038326,3363903,3,1,0
58148,187648,1611663,1,1,0
58149,038221,3368010,1,1,0
58150,038402,3368629,2,1,0
58151,038073,3358610,3,1,1
58151,038073,3650172,6,0,1
58152,038107,3365835,1,1,0
58153,038342,3364707,1,1,0
58154,038106,3360037,3,1,0
58155,038131,3364278,3,1,0
58156,038023,3363624,3,1,0
58157,038021,3362107,2,1,0
58158,038022,3361884,1,1,0
58160,038175,3367637,3,1,0
58162,038272,3363608,1,1,0
58163,037858,3360098,3,1,0
58164,038291,3366299,1,1,0
58165,179865,3376435,1,1,0
58166,038282,3376496,1,1,0
58167,034749,3382115,1,1,0
58168,038461,3382733,1,1,0
58169,038212,3382543,1,1,0
58170,038596,3382598,3,1,0
58171,038474,3383118,1,1,0
58172,038447,3385670,1,1,0
58173,038493,3385648,1,1,0
58174,031954,3386850,1,1,0
58175,038576,3386164,1,1,0
58176,038237,3380250,1,1,0
58178,160779,740578,3,1,0
58179,038488,3376490,1,1,0
58180,038412,3385058,1,1,0
58181,035245,3388387,1,1,0
58182,038618,3018103,1,1,0
58186,038646,3384931,1,1,0
58189,038684,3275871,9,1,0
58190,038288,3379691,6,1,0
58191,038287,3381963,2,1,0
58193,038527,3382753,1,1,0
58194,038329,3382091,1,1,0
58195,038688,3388282,1,1,0
58196,038529,3383124,1,1,0
58197,038553,3388240,3,1,0
58198,038187,3378098,1,1,0
58199,038339,3382146,1,1,0
58202,038673,3387599,2,1,0
58204,038625,3389070,1,1,0
58206,038674,3386169,3,1,0
58209,035674,3382588,1,1,0
58210,106003,942661,1,1,0
58211,036288,1746054,2,1,0
58213,038507,3385282,1,1,0
58214,038599,3378565,1,1,0
58215,038594,3388719,1,1,0
58216,038697,3385922,1,1,0
58218,038453,3380246,1,1,0
58219,038465,3385047,1,1,0
58220,038639,3382020,2,1,0
58222,038558,3385725,1,1,0
58223,023563,3384630,3,1,0
58225,035955,3127384,3,1,0
58229,175908,3381128,1,1,0
58230,038635,3390337,2,1,0
58231,038757,3397491,1,1,0
58232,038736,3394743,1,1,0
58233,038739,3397352,1,1,0
58234,038747,3397533,1,1,0
58235,038821,3394496,1,1,0
58236,038744,3397515,1,1,0
58257,038592,3397539,1,1,0
58258,038770,3397985,2,1,0
58259,038649,3395452,1,1,0
58260,038773,3250521,1,1,0
58262,166218,1236259,4,1,0
58263,020890,1939463,4,1,0
58265,038716,3393193,1,1,0
58266,038048,3397540,1,1,0
58267,036273,3395233,1,1,0
58271,038276,3394273,1,1,0
58272,002270,3389806,1,1,0
58275,038763,3397951,1,1,0
58276,038806,3397974,1,1,0
58277,037781,3389821,3,1,0
58278,038706,3390819,1,1,0
58280,038170,3391248,3,1,0
58281,038754,3391242,1,1,0
58282,175457,1988180,1,1,0
58284,038349,3394282,3,1,0
58285,035152,3393243,3,1,0
58286,038308,3391177,1,1,0
58287,179363,3396839,1,1,0
58288,038783,3397377,1,1,0
58290,038075,3392209,1,1,0
58291,038634,3390478,1,1,0
58292,038762,3396997,1,1,0
58293,135484,3390360,2,1,0
58294,038660,3394767,3,1,0
58296,037971,3392509,1,1,0
58299,038620,3390729,1,1,0
58300,038715,3394291,3,1,0
58301,032247,3397747,2,1,0
58302,038193,3392933,3,1,0
58303,118941,3399879,1,1,0
58304,038637,3398298,1,1,0
58306,185054,1245732,1,1,0
58308,038404,3394778,3,1,0
58310,038738,3391256,1,1,0
58312,038782,3393200,1,1,0
58314,137441,3399893,3,1,0
58315,038832,3403620,1,1,0
58316,038834,3404654,1,1,0
58317,038708,3404699,1,1,0
58318,038647,3405501,1,1,0
58319,038883,3408307,1,1,0
58320,039048,3411040,1,1,0
58321,038915,3411069,1,1,0
58322,039041,3415971,2,1,0
58323,038927,3411833,1,1,0
58324,038931,3411706,1,1,0
58325,038936,3412412,1,1,0
58327,039018,3408934,4,1,0
58328,039039,3408316,1,1,0
58331,184548,3415617,2,1,0
58332,038856,3411709,1,1,0
58333,038954,3415588,1,1,0
58334,038445,3404071,1,1,0
58335,038868,3407588,1,1,0
58339,032564,2715589,3,1,0
58342,038961,3107107,1,1,0
58343,033557,3402609,2,1,0
58344,037596,3415623,1,1,0
58345,036379,3406339,1,1,0
58350,038490,3414461,1,1,0
58351,038913,3406962,1,1,0
58352,011925,3404416,3,1,0
58353,038336,3407587,2,1,0
58427,038910,3412624,1,1,0
58428,038791,3406824,1,1,0
58430,021155,2908220,3,1,0
58431,038987,3415440,1,1,0
58432,329579,3057946,1,1,0
58437,039127,3415144,1,1,0
58438,038925,3408980,3,1,0
58439,038824,3404627,1,1,0
58440,038427,3407105,3,1,0
58442,038945,3415536,1,1,0
58443,038944,3415553,2,1,0
58444,034263,3415681,1,1,0
58445,038942,3415689,2,1,0
58446,038923,3408981,3,1,0
58447,039060,3412590,1,1,0
58448,038829,3408514,1,1,0
58449,038171,3411873,3,1,0
58450,038172,3403649,3,1,0
58451,340388,1878810,1,1,0
58453,039057,3411925,1,1,0
58455,038989,3244418,10,1,0
58457,032407,3408355,1,1,0
58458,039063,3412098,1,1,0
58460,038661,3411896,1,1,0
58461,038190,3405174,2,1,0
58462,330826,2966469,1,1,0
58463,033195,1985441,5,1,0
58464,039069,3415355,1,1,0
58465,038995,3067388,1,1,0
58466,039070,3415549,1,1,0
58467,038920,3409717,1,1,0
58468,038218,3404059,1,1,0
58469,037671,3408330,1,1,0
58470,038857,3405371,1,1,0
58471,038098,3408756,2,1,0
58472,038648,3405155,6,1,0
58473,038257,3405408,3,1,0
58474,039225,3415258,1,1,0
58475,038875,3415439,3,1,0
58477,038917,3411941,1,1,0
58478,038444,3410872,3,1,0
58481,038935,3411631,1,1,0
58482,039103,3255459,1,1,0
58483,035345,3415660,1,1,0
58484,037198,2831412,1,1,0
58485,038130,3415207,3,1,0
58488,037386,3402636,1,1,0
58490,039124,3275871,3,1,0
58492,039051,3412214,1,1,0
58494,038554,3408319,3,1,0
58495,038908,3408345,1,1,0
58497,039065,3415227,1,1,0
58498,038963,3407572,2,1,0
58499,133767,3416403,1,1,0
58501,039182,3425569,2,1,0
58502,026839,3422549,1,1,0
58503,039088,3422952,2,1,0
58504,039198,3423221,1,1,0
58505,038707,3425176,1,1,0
58506,039199,3425464,2,1,0
58507,039175,3425645,1,1,0
58508,039067,3425698,1,1,0
58509,039246,3426757,1,1,0
58510,038870,3426492,1,1,0
58511,039319,3430675,2,1,0
58512,039310,3431821,1,1,0
58513,038946,3428902,1,1,0
58514,038748,3428930,1,1,0
58515,039122,3428538,1,1,0
58516,038251,3419747,2,1,0
58517,036463,3196593,1,1,0
58518,038375,3419200,1,1,0
58519,039056,3422984,1,1,0
58520,039061,3422269,1,1,0
58522,039312,3425664,1,1,0
58524,039068,3422047,1,1,0
58525,036235,3419382,1,1,0
58527,124199,1190195,3,1,0
58528,039156,3415861,1,1,0
58529,039317,3429619,1,1,0
58530,039214,3427775,2,1,0
58531,039276,3426331,1,1,0
58532,039197,3426220,2,1,0
58534,038278,3416262,1,1,0
58536,033049,19699,10,1,0
58537,039028,3421848,1,1,0
58539,038642,3425070,3,1,0
58544,038986,3416250,1,1,0
58545,037547,3419372,1,1,0
58546,038242,3428299,1,1,0
58548,038120,3428520,3,1,0
58549,039099,3421026,2,1,0
58550,039059,3425960,1,1,0
58551,038764,3423094,1,1,0
58552,038243,3426796,3,1,0
58553,039269,3427649,1,1,0
58554,039240,3422340,1,1,0
58555,039121,3424268,1,1,0
58556,038608,3424879,3,1,0
58557,039291,3426359,1,1,0
58558,183663,3424023,1,1,0
58559,039350,3428391,2,1,0
58560,035894,3142172,1,1,0
58561,038825,3415872,3,1,0
58562,038924,3416356,1,1,0
58563,039126,3416379,3,1,0
58564,037173,3670022,6,1,0
58566,038655,3416467,3,1,0
58567,038428,3420631,1,1,0
58568,038900,3424283,1,1,0
58570,039293,3429401,1,1,0
58571,105811,2960961,1,1,0
58572,039358,3429001,1,1,0
58574,038609,3429654,3,1,0
58575,039203,3422988,1,1,0
58576,039189,3430128,1,1,0
58577,037352,3430157,1,1,0
58578,164146,3429651,1,1,0
58579,038491,3425515,1,1,0
58580,038519,3428400,1,1,0
58581,183666,3419263,3,1,0
58582,017494,3422902,1,1,0
58583,321429,2433698,1,1,0
58584,039344,3429591,1,1,0
58586,039248,3426773,1,1,0
58587,039181,3430212,1,1,0
58588,039241,3423900,1,1,0
58589,039050,3425538,1,1,0
58590,162643,3422944,1,1,0
58591,039190,3430241,1,1,0
58595,039359,3429636,1,1,0
58596,038511,3419419,1,1,0
58597,039202,3422560,1,1,0
58598,039184,3430135,1,1,0
58599,039170,3422503,1,1,0
58600,039171,3422464,1,1,0
58601,039286,3428393,1,1,0
58604,038416,3429364,3,1,0
58606,038583,3425451,1,1,0
58607,038755,3423928,1,1,0
58608,038745,3423033,1,1,0
58609,039204,3430024,1,1,0
58610,038159,3423148,1,1,0
58611,038867,3421238,1,1,0
58612,038535,3422298,1,1,0
58613,039322,3426733,2,1,0
58614,038624,3425478,1,1,0
58615,019354,2034565,3,1,0
58616,038827,3416457,1,1,0
58618,038818,3430288,3,1,0
58620,175083,3421877,3,1,0
58621,039201,3432757,1,1,0
58622,039266,3433257,1,1,0
58627,183565,3432273,3,1,0
58628,039406,3271692,1,1,0
58629,036537,1262007,2,1,0
58633,039188,3435260,2,1,0
58634,038559,3438551,2,1,0
58635,039292,3436116,2,1,0
58640,039801,3431836,2,1,0
58641,039399,3434093,1,1,0
58642,039381,3432243,1,1,0
58643,039176,3436111,2,1,0
58644,039259,3434082,3,1,0
58645,023001,3440208,1,1,0
58646,031006,1724354,1,1,0
58647,026891,3441366,3,1,0
58649,039450,3441142,3,1,0
58650,038397,3359894,6,0,1
58650,038397,3436097,1,1,1
58651,038426,3442657,1,1,0
58653,038277,3434964,1,1,0
58654,039398,3435152,3,1,0
58655,034570,2969183,1,1,0
58656,039426,3436106,1,1,0
58657,039401,3434975,4,1,0
58659,038993,3436140,1,1,0
58660,039271,3434212,1,1,0
58661,039365,3433124,1,1,0
58662,021295,3443104,1,1,0
58664,038042,3432784,3,1,0
58665,038557,3431855,1,1,0
58667,036909,3436088,1,1,0
58668,039451,3441320,2,1,0
58670,116675,3432640,1,1,0
58671,039436,2373305,6,1,1
58671,039436,3695291,6,1,1
58672,039412,3435473,1,1,0
58673,028551,3431865,3,1,0
58674,020074,3434947,1,1,0
58675,155913,3434462,1,1,0
58676,039169,3465191,10,1,0
58678,039468,3443132,3,1,0
58680,039411,3441250,1,1,0
58681,039185,3433298,1,1,0
58682,038621,3433315,6,1,0
58683,035121,3441849,3,1,1
58683,035121,3897696,3,1,1
58684,039261,3435225,1,1,0
58685,038337,3441163,2,1,0
58687,038240,3434930,3,1,0
58688,163058,829802,2,1,0
58689,035019,3725431,1,1,0
58690,027086,3432297,3,1,0
58691,039564,3451138,1,1,0
58692,039483,3449319,1,1,0
58693,039476,3448957,1,1,0
58694,039453,3448979,1,1,0
58695,039482,3449260,1,1,0
58696,039487,3449898,1,1,0
58697,039539,3453112,1,1,0
58698,039524,3453086,1,1,0
58699,039540,3453753,1,1,0
58700,039554,3454229,1,1,0
58701,039651,3457880,1,1,0
58702,039555,3456113,1,1,0
58703,039502,3412301,1,1,0
58704,038753,3450173,1,1,0
58705,039573,3449129,1,1,0
58707,039364,3453233,1,1,0
58709,038088,3457395,3,1,0
58710,039268,3447314,1,1,0
58711,039260,3446446,1,1,0
58712,039556,3453865,1,1,0
58713,019767,3448640,2,1,0
58714,039787,3461040,1,1,0
58716,039508,3449211,1,1,0
58717,039410,3443804,3,1,0
58718,038881,3444607,2,1,0
58720,038932,3448963,1,1,0
58721,039455,3447288,3,1,0
58723,034753,3444658,1,1,0
58724,038334,3456369,2,1,0
58726,039563,3454305,3,1,0
